3200000,207,357,213,175,176,169,174,169,173,168,178,175,175,176
100000,67,40,20,15,10,12,23,15,10,9,13,11,10,10
6400000,281,312,294,289,300,339,331,297,290,291,290,296,290,292
200000,15,10,12,9,9,13,12,27,12,18,13,17,12,9
400000,27,83,31,19,44,38,32,30,30,29,30,27,29,28
1600000,92,111,112,112,110,113,114,109,107,107,109,110,109,108
800000,47,57,58,62,60,58,60,59,60,58,58,77,63,59
